OBJECTID	SEG_ID	STREETNAME	ST_CODE	ONEWAY	CLASS	TYPE	Shape__Length
2077	720869	E  HAINES  ST	39920	TF	4	Conventional	0.00082125
2078	720868	E  HAINES  ST	39920	TF	4	Conventional	0.001179607
2079	720867	E  HAINES  ST	39920	TF	4	Conventional	0.000872448
2080	720048	HIGH  ST	42500	FT	4	Conventional	0.002601837
2081	721189	BOYER  ST	18620	FT	4	Conventional	0.000552772
2082	721187	BOYER  ST	18620	FT	4	Conventional	0.000846473
2083	720838	E  CHELTEN  AVE	22560	B	3	Conventional	0.0012229
2084	721210	E  CHELTEN  AVE	22560	B	3	Conventional	0.000545986
2085	721209	E  CHELTEN  AVE	22560	B	3	Conventional	0.000505064
2086	721245	BOYER  ST	18620	FT	4	Conventional	0.00123288
2087	721194	BOYER  ST	18620	FT	4	Conventional	0.001276507
2088	721054	BELFIELD  AVE	16560	B	2	Conventional	0.000649008
2089	721114	W  SOMERVILLE  AVE	73340	B	4	Conventional	0.000988743
2090	741567	OLD YORK  RD	61300	B	2	Conventional	0.000668782
2091	721497	OGONTZ  AVE	61180	B	2	Conventional	0.00070225
2092	741558	66TH  AVE	89180	B	3	Conventional	0.000234286
2093	741556	66TH  AVE	89180	B	3	Conventional	0.001407979
2094	820614	OGONTZ  AVE	61180	B	2	Conventional	0.000714655
2095	722144	66TH  AVE	89180	B	3	Conventional	0.000209156
2096	722145	66TH  AVE	89180	B	3	Conventional	0.000104672
2097	820629	WYNCOTE  AVE	84840	B	3	Conventional	0.001546375
2098	820613	OGONTZ  AVE	61180	B	2	Conventional	0.000601062
2099	820612	OGONTZ  AVE	61180	B	2	Conventional	0.000918392
2100	820630	WYNCOTE  AVE	84840	B	3	Conventional	0.000483696
2101	721294	WYNCOTE  AVE	84840	B	3	Conventional	0.000663958
2102	721292	WYNCOTE  AVE	84840	B	3	Conventional	0.000406976
2103	721301	66TH  AVE	89180	B	3	Conventional	0.000750022
2104	721303	66TH  AVE	89180	B	3	Conventional	0.000799774
2105	722143	WYNCOTE  AVE	84840	B	3	Conventional	0.000191397
2106	721434	W  OLNEY  AVE	61360	B	3	Conventional	0.00046714
2107	721550	W  OLNEY  AVE	61360	B	3	Conventional	0.000804235
2108	721551	W  OLNEY  AVE	61360	B	3	Conventional	0.000800561
2109	721548	W  OLNEY  AVE	61360	B	3	Conventional	0.000786709
2110	721476	STENTON  AVE	74660	B	2	Conventional	0.001655987
2111	721475	STENTON  AVE	74660	B	2	Conventional	0.000739707
2112	721585	STENTON  AVE	74660	B	2	Conventional	0.000817556
2113	721479	STENTON  AVE	74660	B	2	Conventional	0.000824389
2114	721586	OLD YORK  RD	61300	B	2	Conventional	0.001441627
2115	741562	STENTON  AVE	74660	B	2	Conventional	0.001339945
2116	721627	W  OLNEY  AVE	61360	B	3	Conventional	0.001015895
2117	721552	W  OLNEY  AVE	61360	B	3	Conventional	0.001456292
2118	721626	W  OLNEY  AVE	61360	B	3	Conventional	0.000930977
2119	741573	W  OLNEY  AVE	61360	B	3	Conventional	0.001839489
2120	721518	OGONTZ  AVE	61180	B	2	Conventional	0.000877165
2121	721592	OLD YORK  RD	61300	B	2	Conventional	0.000560246
2122	721280	WYNCOTE  AVE	84840	B	3	Conventional	0.001083231
2123	300692	BALTIMORE  AVE	15620	B	2	Conventional	0.001511168
2124	300316	BALTIMORE  AVE	15620	B	2	Conventional	0.000775236
2125	542699	W  BERKS  ST	17200	B	4	Conventional	0.000474095
2126	542707	W  BERKS  ST	17200	B	4	Conventional w Sharrows	0.000519561
2127	542720	W  BERKS  ST	17200	B	4	Conventional	0.000544757
2128	542693	W  BERKS  ST	17200	B	4	Conventional	0.000473766
2129	542668	W  BERKS  ST	17200	B	4	Conventional	0.000529828
2130	542623	W  BERKS  ST	17200	B	4	Conventional	0.000507716
2131	542619	W  BERKS  ST	17200	B	4	Conventional	0.000503937
2132	542611	W  BERKS  ST	17200	B	4	Conventional	0.000493384
2133	542605	W  BERKS  ST	17200	B	4	Conventional	0.000429991
2134	542602	W  BERKS  ST	17200	B	4	Conventional	0.000172496
2135	542596	W  BERKS  ST	17200	B	4	Conventional	0.000764765
2136	542588	W  BERKS  ST	17200	B	4	Conventional	0.000595212
2137	542564	W  BERKS  ST	17200	TF	4	Conventional	0.00079098
2138	542577	W  BERKS  ST	17200	B	4	Conventional	0.00128146
2139	542557	W  BERKS  ST	17200	TF	4	Conventional	0.000423698
2140	542543	W  BERKS  ST	17200	TF	4	Conventional	0.000375356
2141	542532	W  BERKS  ST	17200	TF	4	Conventional	0.000105849
2142	542538	W  BERKS  ST	17200	TF	4	Conventional	0.000693066
2143	542531	W  BERKS  ST	17200	TF	4	Conventional	0.000691172
2144	542512	W  BERKS  ST	17200	TF	4	Conventional	0.000493941
2145	542518	W  BERKS  ST	17200	TF	4	Conventional	0.000496224
2146	542503	W  BERKS  ST	17200	TF	4	Conventional	0.001586352
2147	542470	W  BERKS  ST	17200	TF	4	Sharrow	0.000174695
2148	542479	W  BERKS  ST	17200	TF	4	Sharrow	0.000790169
2149	543628	N  13TH  ST	88050	FT	4	Sharrow	0.001554998
2150	542612	N  13TH  ST	88050	FT	4	Sharrow	0.00149968
2151	543174	N  12TH  ST	88030	TF	4	Conventional	0.0014609
2152	543334	N  12TH  ST	88030	TF	4	Conventional	0.001403621
2153	543173	E  PALMER  ST	62820	FT	4	Sharrow	0.000701101
2154	541969	TULIP  ST	78020	B	4	Sharrow	0.002773381
2155	541970	E  LEHIGH  AVE	49980	B	2	Conventional	0.000837656
2156	542714	TULIP  ST	78020	FT	4	Sharrow	0.000692486
2157	542752	MEMPHIS  ST	55460	TF	5	Sharrow	0.000663973
2158	542097	TULIP  ST	78020	FT	4	Sharrow	0.000764612
2159	542375	ARAMINGO  AVE	12900	B	2	Conventional	0.000670876
2160	543172	TULIP  ST	78020	FT	5	Sharrow	0.000919098
2161	543063	TULIP  ST	78020	FT	5	Sharrow	0.000791255
2162	542976	TULIP  ST	78020	FT	5	Sharrow	0.000448481
2163	543215	MEMPHIS  ST	55460	TF	5	Sharrow	0.000922072
2164	542016	TULIP  ST	78020	FT	4	Sharrow	0.000634044
2165	542117	TULIP  ST	78020	FT	4	Sharrow	0.000346216
2166	542192	TULIP  ST	78020	FT	4	Sharrow	0.000478726
2167	542156	TULIP  ST	78020	FT	4	Sharrow	0.000416015
2168	542320	TULIP  ST	78020	FT	4	Sharrow	0.000632552
2169	542369	TULIP  ST	78020	FT	4	Sharrow	0.000720174
2170	542416	TULIP  ST	78020	FT	4	Sharrow	0.000684787
2171	542449	TULIP  ST	78020	FT	4	Sharrow	0.000633153
2172	542582	TULIP  ST	78020	FT	4	Sharrow	0.000661165
2173	542915	MEMPHIS  ST	55460	TF	5	Sharrow	0.000486396
2174	542877	TULIP  ST	78020	FT	5	Sharrow	0.000486792
2175	542769	TULIP  ST	78020	FT	4	Sharrow	0.000610637
2176	542869	MEMPHIS  ST	55460	TF	5	Sharrow	0.000435327
2177	542819	MEMPHIS  ST	55460	TF	5	Sharrow	0.00075287
2178	542744	TULIP  ST	78020	FT	4	Sharrow	0.0004712
2179	542655	TULIP  ST	78020	FT	4	Sharrow	0.000655308
2180	542786	MEMPHIS  ST	55460	TF	5	Sharrow	0.000686483
2181	542721	MEMPHIS  ST	55460	TF	5	Sharrow	0.000659597
2182	542552	TULIP  ST	78020	FT	4	Sharrow	0.000658448
2183	542493	TULIP  ST	78020	FT	4	Sharrow	0.000653012
2184	542546	MEMPHIS  ST	55460	TF	5	Sharrow	0.000635419
2185	542371	MEMPHIS  ST	55460	TF	5	Sharrow	0.000609823
2186	440515	S  13TH  ST	88060	TF	3	Paint Buffered	0.000182231
2187	440508	S  13TH  ST	88060	TF	3	Paint Buffered	0.000407034
2188	441192	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001583798
2189	440442	S  13TH  ST	88060	TF	3	Paint Buffered	0.000404795
2190	441190	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001584952
2191	441191	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001588548
2192	440394	MARKET  ST	53560	B	2	Bus Bike Lane	0.001565643
2193	440417	S  13TH  ST	88060	TF	3	Paint Buffered	0.000335237
2194	440432	S  13TH  ST	88060	TF	3	Paint Buffered	0.000525839
2195	440392	N  13TH  ST	88050	FT	3	Conventional	0.000676018
2196	440407	S  13TH  ST	88060	TF	3	Paint Buffered	0.000685072
2197	440356	ARCH  ST	13000	FT	3	Sharrow	0.001034857
2198	441280	N  13TH  ST	88050	FT	3	Paint Buffered	0.000611316
2199	441064	ARCH  ST	13000	FT	3	Sharrow	0.001067489
2200	423060	ARCH  ST	13000	FT	2	Sharrow	0.00012364
2201	440357	ARCH  ST	13000	FT	3	Sharrow	0.0015838
2202	441279	ARCH  ST	13000	FT	3	Sharrow	0.00158468
2203	440620	SPRUCE  ST	73960	FT	3	Paint Buffered	0.000790024
2204	440625	SPRUCE  ST	73960	FT	3	Paint Buffered	0.000793376
2205	440958	N  13TH  ST	88050	FT	3	Paint Buffered	0.000421845
2206	440956	N  13TH  ST	88050	FT	3	Paint Buffered	0.000504983
2207	441095	N  CHRISTOPHER COLUMBUS  BLVD	23050	B	2	Conventional	0.000767311
2208	543624	CECIL B MOORE  AVE	22010	B	3	Conventional	0.00015613
2209	542796	CECIL B MOORE  AVE	22010	B	3	Conventional	0.001047547
2210	542795	N  13TH  ST	88050	FT	4	Sharrow	0.001601382
2211	542816	CECIL B MOORE  AVE	22010	B	3	Conventional	0.001564693
2212	542980	N  12TH  ST	88030	TF	4	Conventional	0.001403502
2213	543622	CECIL B MOORE  AVE	22010	B	3	Conventional	0.000795538
2214	542834	CECIL B MOORE  AVE	22010	B	3	Conventional	0.000791424
2215	542844	CECIL B MOORE  AVE	22010	B	3	Conventional	0.000659607
2216	542853	CECIL B MOORE  AVE	22010	B	3	Conventional	0.000929553
2217	543226	E  COLUMBIA  AVE	24380	TF	3	Sharrow	0.000377835
2218	543225	SEPVIVA  ST	71820	TF	5	Sharrow	0.000506854
2219	543205	SEPVIVA  ST	71820	TF	5	Sharrow	0.000531569
2220	543274	E  COLUMBIA  AVE	24380	TF	3	Sharrow	0.000506929
2221	543282	E  PALMER  ST	62820	FT	4	Sharrow	0.000751112
2222	543295	BELGRADE  ST	16580	FT	5	Sharrow	0.000574117
2223	440213	POPLAR  ST	65260	B	4	Conventional	0.000788057
2224	440210	POPLAR  ST	65260	B	4	Conventional	0.00080288
2225	440203	POPLAR  ST	65260	B	4	Conventional	0.000894701
2226	440197	POPLAR  ST	65260	B	4	Conventional	0.000986486
2227	441246	N  12TH  ST	88030	TF	4	Conventional	0.000993188
2228	440730	N  2ND  ST	87830	TF	3	Conventional	0.001076848
2229	440728	N  2ND  ST	87830	TF	3	Conventional	0.001216666
2230	440312	N  13TH  ST	88050	FT	4	Sharrow	0.000638536
2231	441775	SPRING GARDEN  ST	73800	FT	2	Conventional	0.002145482
2232	441774	SPRING GARDEN  ST	73800	FT	2	Conventional	0.001742414
2233	441444	N  6TH  ST	87910	TF	3	Conventional	0.000616447
2234	441573	RACE  ST	67120	TF	3	Conventional	0.000540061
2235	440376	ARCH  ST	13000	FT	3	Sharrow	0.001625025
2236	440372	ARCH  ST	13000	FT	3	Sharrow	0.001617704
2237	440368	ARCH  ST	13000	FT	3	Sharrow	0.001584788
2238	440364	ARCH  ST	13000	FT	3	Sharrow	0.000696954
2239	440365	ARCH  ST	13000	FT	3	Sharrow	0.000889815
2240	440373	N  10TH  ST	87990	TF	3	Sharrow	0.000528241
2241	440385	N  10TH  ST	87990	TF	3	Sharrow	0.000475414
2242	440374	N  13TH  ST	88050	FT	3	Paint Buffered	0.000425839
2243	440382	N  13TH  ST	88050	FT	3	Conventional	0.000372859
2244	440453	SANSOM  ST	70940	FT	3	Sharrow	0.001022111
2245	423047	SANSOM  ST	70940	FT	3	Sharrow	0.00015507
2246	423049	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.000154367
2247	440450	SANSOM  ST	70940	FT	3	Sharrow	0.001066146
2248	441188	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001064987
2249	441189	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001026942
2250	441195	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001593278
2251	440466	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001581341
2252	441175	S  INDEPENDENCE  MALL	44829	TF	3	Conventional	0.00059856
2253	440495	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.000555732
2254	440491	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.000797365
2255	440502	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.000601427
2256	441171	S  INDEPENDENCE  MALL	44836	FT	3	Conventional	0.000778382
2257	441172	S  INDEPENDENCE  MALL	44836	FT	3	Conventional	0.000770703
2258	440606	S  10TH  ST	88000	FT	3	Paint Buffered	0.000614412
2259	440559	S  10TH  ST	88000	FT	3	Paint Buffered	0.001169152
2260	440513	S  10TH  ST	88000	FT	3	Paint Buffered	0.000775948
2261	440572	S  13TH  ST	88060	TF	3	Paint Buffered	0.000664115
2262	440613	S  13TH  ST	88060	TF	3	Paint Buffered	0.000583797
2263	440642	SPRUCE  ST	73960	FT	3	Paint Buffered	0.00079278
2264	440649	SPRUCE  ST	73960	FT	3	Paint Buffered	0.000798558
2265	440646	SPRUCE  ST	73960	FT	3	Paint Buffered	0.000794817
2266	440645	S  10TH  ST	88000	FT	3	Paint Buffered	0.000312815
2267	440621	S  10TH  ST	88000	FT	3	Paint Buffered	0.000323341
2268	441410	SPRUCE  ST	73960	FT	3	Paint Buffered	0.000468925
2269	441411	SPRUCE  ST	73960	FT	3	Paint Buffered	0.000296289
2270	441412	SPRUCE  ST	73960	FT	3	Paint Buffered	0.000823709
2271	441413	SPRUCE  ST	73960	FT	3	Paint Buffered	0.001587767
2272	441414	SPRUCE  ST	73960	FT	3	Paint Buffered	0.001580004
2273	441415	SPRUCE  ST	73960	FT	3	Paint Buffered	0.001592053
2274	441766	SPRUCE  ST	73960	FT	3	Paint Buffered	0.00081527
2275	441417	SPRUCE  ST	73960	FT	3	Paint Buffered	0.00077939
2276	441204	S  CHRISTOPHER COLUMBUS  BLVD	23055	B	2	Conventional	0.000979255
2277	441420	ARCH  ST	13000	FT	3	Sharrow	0.000939552
2278	441328	N  2ND  ST	87830	TF	3	Paint Buffered	0.001307382
2279	441319	SPRING GARDEN  ST	73800	TF	2	Conventional	0.000983682
2280	441326	N  2ND  ST	87830	TF	3	Paint Buffered	0.001247638
2281	441812	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000984179
2282	441035	SPRING GARDEN  ST	73800	TF	2	Conventional	0.002577038
2283	441816	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000678858
2284	440699	N  DELAWARE  AVE	28000	B	2	Two Way Protected Bicycle Lane	0.000752417
2285	441818	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000819108
2286	441820	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000889386
2287	441648	SPRING GARDEN  ST	73800	TF	2	Conventional	0.000815504
2288	441649	SPRING GARDEN  ST	73800	TF	2	Conventional	0.000874675
2289	440481	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001617383
2290	441295	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001575722
2291	440427	S  10TH  ST	88000	FT	3	Paint Buffered	0.00012651
2292	440355	N  10TH  ST	87990	TF	3	Sharrow	0.000345648
2293	440360	N  10TH  ST	87990	TF	3	Sharrow	0.000603889
2294	440395	MARKET  ST	53560	B	2	Bus Bike Lane	0.001590591
2295	440401	MARKET  ST	53560	B	2	Bus Bike Lane	0.001582973
2296	440422	MARKET  ST	53560	B	2	Bus Bike Lane	0.001638025
2297	441168	N  INDEPENDENCE  MALL	44833	TF	3	Conventional	0.002072896
2298	441169	S  INDEPENDENCE  MALL	44836	FT	3	Conventional	0.001016273
2299	542941	ARAMINGO  AVE	12900	B	2	Conventional	0.00276223
2300	542995	ARAMINGO  AVE	12900	B	2	Conventional	0.000502397
2301	542603	E  ALLEGHENY  AVE	12040	B	4	Conventional	0.003000214
2302	542295	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.001399986
2303	441556	N  DELAWARE  AVE	28000	TF	2	Conventional	0.002169673
2304	441568	N  DELAWARE  AVE	28000	B	2	Conventional	0.001145194
2305	441518	N  DELAWARE  AVE	28000	B	2	Conventional	0.00141645
2306	441537	N  DELAWARE  AVE	28000	B	2	Conventional	0.00216695
2307	440205	MARLBOROUGH  ST	53660	FT	4	Sharrow	0.000611605
2308	441535	N  DELAWARE  AVE	28000	B	2	Conventional	0.001078089
2309	441534	N  DELAWARE  AVE	28000	B	2	Conventional	0.001144642
2310	440214	MARLBOROUGH  ST	53660	FT	4	Sharrow	0.000474133
2311	440236	N  DELAWARE  AVE	28000	B	2	Conventional	0.001903692
2312	441536	N  DELAWARE  AVE	28000	B	2	Conventional	0.001056189
2313	441605	E  COLUMBIA  AVE	24380	TF	5	Sharrow	0.000412888
2314	441314	N  DELAWARE  AVE	28000	B	2	Conventional	0.001460308
2315	441567	N  PENN  ST	63815	B	4	Two Way Protected Bicycle Lane	0.0014224
2316	441566	N  PENN  ST	63815	B	4	Two Way Protected Bicycle Lane	0.001458674
2317	441031	N  DELAWARE  AVE	28000	B	2	Conventional	0.00138453
2318	441030	N  DELAWARE  AVE	28000	B	2	Two Way Protected Bicycle Lane	0.000269925
2319	440705	N  CHRISTOPHER COLUMBUS  BLVD	23050	B	2	Conventional	0.001162826
2320	441320	N  CHRISTOPHER COLUMBUS  BLVD	23050	B	2	Conventional	0.002429554
2321	441205	N  CHRISTOPHER COLUMBUS  BLVD	23050	B	2	Conventional	0.001522474
2322	441505	N  CHRISTOPHER COLUMBUS  BLVD	23050	B	2	Conventional	0.001243941
2323	441808	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000516422
2324	441804	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000793239
2325	441806	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000792393
2326	441810	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000459896
2327	440006	N  12TH  ST	88030	TF	4	Conventional	0.001301328
2328	440042	N  12TH  ST	88030	TF	4	Conventional	0.000377089
2329	440027	N  12TH  ST	88030	TF	4	Conventional	0.000419948
2330	440013	N  12TH  ST	88030	TF	4	Conventional	0.000420018
2331	440063	N  12TH  ST	88030	TF	4	Conventional	0.000566682
2332	440097	N  13TH  ST	88050	FT	4	Sharrow	0.000290742
2333	440103	N  13TH  ST	88050	FT	4	Sharrow	0.000149425
2334	440080	N  13TH  ST	88050	FT	4	Sharrow	0.000497213
2335	440157	N  13TH  ST	88050	FT	4	Sharrow	0.000621633
2336	440234	N  13TH  ST	88050	FT	4	Paint Buffered	0.001054107
2337	441258	N  13TH  ST	88050	FT	4	Paint Buffered	0.000688077
2338	440243	N  12TH  ST	88030	TF	4	Conventional	0.001001959
2339	440170	N  12TH  ST	88030	TF	4	Conventional	0.000625342
2340	440661	POPLAR  ST	65260	B	4	Conventional	0.000680559
2341	440659	POPLAR  ST	65260	B	4	Conventional	0.000703398
2342	440273	N  11TH  ST	88010	FT	4	Conventional	0.000668774
2343	440282	N  13TH  ST	88050	FT	4	Paint Buffered	0.001031911
2344	440813	N  12TH  ST	88030	TF	4	Conventional	0.000463694
2345	440297	N  11TH  ST	88010	FT	4	Conventional	0.000466516
2346	440676	N  11TH  ST	88010	FT	4	Conventional	0.000416843
2347	440814	N  12TH  ST	88030	TF	4	Conventional	0.000497966
2348	440289	N  11TH  ST	88010	FT	4	Conventional	0.000414972
2349	440284	N  11TH  ST	88010	FT	4	Conventional	0.000392457
2350	441159	N  6TH  ST	87910	TF	4	Conventional	0.001285316
2351	441800	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000793019
2352	441802	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000809687
2353	441267	SPRING GARDEN  ST	73800	TF	2	Conventional	0.001515083
2354	441794	SPRING GARDEN  ST	73800	FT	2	Conventional	0.00153575
2355	440815	N  12TH  ST	88030	TF	4	Conventional	0.000319621
2356	440818	N  12TH  ST	88030	TF	4	Conventional	0.000320505
2357	440314	N  11TH  ST	88010	FT	4	Conventional	0.000305312
2358	440311	N  11TH  ST	88010	FT	4	Conventional	0.000323613
2359	440315	N  13TH  ST	88050	FT	4	Sharrow	0.000544433
2360	440324	SPRING GARDEN  ST	73800	TF	2	Conventional	0.001576889
2361	440820	N  12TH  ST	88030	TF	4	Conventional	0.000485345
2362	440295	N  13TH  ST	88050	FT	4	Sharrow	0.001108664
2363	440327	N  11TH  ST	88010	FT	4	Conventional	0.000537937
2364	440319	N  11TH  ST	88010	FT	4	Conventional	0.000494358
2365	441792	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000439264
2366	440332	SPRING GARDEN  ST	73800	TF	2	Conventional	0.000436398
2367	440331	SPRING GARDEN  ST	73800	TF	2	Conventional	0.001157787
2368	441790	SPRING GARDEN  ST	73800	FT	2	Conventional	0.001146331
2369	441787	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000755734
2370	441779	SPRING GARDEN  ST	73800	FT	2	Conventional	0.001604875
2371	441788	SPRING GARDEN  ST	73800	FT	2	Conventional	0.000830326
2372	441266	SPRING GARDEN  ST	73800	TF	2	Conventional	0.000842021
2373	441785	N  11TH  ST	88010	FT	3	Conventional	0.000131506
2374	440329	SPRING GARDEN  ST	73800	TF	2	Conventional	0.001600763
2375	440330	SPRING GARDEN  ST	73800	TF	2	Conventional	0.000753267
2376	441436	N  10TH  ST	87990	TF	3	Sharrow	0.000571382
2377	440809	N  10TH  ST	87990	TF	3	Sharrow	0.000573579
2378	440807	N  10TH  ST	87990	TF	3	Sharrow	0.00044488
2379	440808	N  10TH  ST	87990	TF	3	Sharrow	0.000408955
2380	440810	N  10TH  ST	87990	TF	3	Sharrow	0.000940502
2381	440333	N  13TH  ST	88050	FT	3	Sharrow	0.000395979
2382	440336	N  13TH  ST	88050	FT	3	Sharrow	0.000355565
2383	440345	N  13TH  ST	88050	FT	3	Paint Buffered	0.00043639
2384	441054	N  13TH  ST	88050	FT	3	Paint Buffered	8.03E-05
2385	441675	N  13TH  ST	88050	FT	3	Paint Buffered	0.001396726
2386	440951	N  13TH  ST	88050	FT	3	Paint Buffered	0.000490248
2387	440952	N  13TH  ST	88050	FT	3	Paint Buffered	0.000278862
2388	440953	N  13TH  ST	88050	FT	3	Paint Buffered	0.00027841
2389	440938	N  10TH  ST	87990	TF	3	Paint Buffered	0.000486656
2390	440939	N  10TH  ST	87990	TF	3	Paint Buffered	0.000301672
2391	440940	N  10TH  ST	87990	TF	3	Paint Buffered	0.000106709
2392	440941	N  10TH  ST	87990	TF	3	Paint Buffered	0.000198025
2393	440942	N  10TH  ST	87990	TF	3	Paint Buffered	0.000481303
2394	440960	N  13TH  ST	88050	FT	3	Paint Buffered	0.000252033
2395	441056	N  10TH  ST	87990	TF	3	Paint Buffered	0.00043576
2396	440687	SPRING GARDEN  ST	73800	TF	2	Conventional	0.001620584
2397	441797	N  6TH  ST	87910	TF	3	Conventional	0.000145085
2398	441317	SPRING GARDEN  ST	73800	TF	2	Conventional	0.001632695
2399	441403	N  6TH  ST	87910	TF	3	Conventional	0.002825929
2400	441160	N  6TH  ST	87910	TF	3	Conventional	0.000484066
2401	441491	N  5TH  ST	87890	FT	3	Conventional	0.002567591
2402	441493	N  5TH  ST	87890	FT	3	Conventional	0.000812187
2403	440745	N  2ND  ST	87830	TF	3	Paint Buffered	0.000863184
2404	440890	N  2ND  ST	87830	TF	3	Paint Buffered	0.0011032
2405	441163	N  6TH  ST	87910	TF	3	Conventional	0.000177364
2406	440931	RACE  ST	67120	TF	3	Conventional	0.000332587
2407	441574	N  CHRISTOPHER COLUMBUS  BLVD	23050	B	2	Conventional	0.003665909
2408	441094	S  CHRISTOPHER COLUMBUS  BLVD	23055	B	2	Conventional	0.003033951
2409	441164	N  6TH  ST	87910	TF	3	Conventional	0.000673181
2410	441445	N  6TH  ST	87910	TF	3	Conventional	0.000979673
2411	440390	ARCH  ST	13000	FT	3	Sharrow	0.000715154
2412	441310	S  CHRISTOPHER COLUMBUS  BLVD	23055	B	2	Conventional	0.002577997
2413	441767	SPRUCE  ST	73960	FT	3	Paint Buffered	0.000364053
2414	441283	ARCH  ST	13000	FT	3	Sharrow	0.001587726
2415	440384	ARCH  ST	13000	FT	3	Sharrow	0.001678993
2416	441717	N  INDEPENDENCE  MALL	44825	FT	3	Conventional	0.001024333
2417	440379	ARCH  ST	13000	FT	3	Sharrow	0.00146487
2418	441167	N  INDEPENDENCE  MALL	44833	TF	3	Conventional	0.001931783
2419	440413	MARKET  ST	53560	B	2	Bus Bike Lane	0.001593116
2420	440965	N  13TH  ST	88050	FT	3	Paint Buffered	0.00040529
2421	440972	N  13TH  ST	88050	FT	3	Paint Buffered	0.000370866
2422	440968	N  13TH  ST	88050	FT	3	Paint Buffered	0.000423928
2423	440943	N  10TH  ST	87990	TF	3	Sharrow	0.000654574
2424	440944	N  10TH  ST	87990	TF	3	Sharrow	0.000925088
2425	440361	ARCH  ST	13000	FT	3	Sharrow	0.001585344
2426	440411	MARKET  ST	53560	B	2	Bus Bike Lane	0.001588644
2427	440406	MARKET  ST	53560	B	2	Bus Bike Lane	0.001588596
2428	441286	N  10TH  ST	87990	TF	3	Paint Buffered	0.001060835
2429	441193	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001583137
2430	440479	SANSOM  ST	70940	FT	3	Sharrow	0.001586912
2431	440489	SANSOM  ST	70940	FT	3	Sharrow	0.001602128
2432	441194	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001585088
2433	440651	SPRUCE  ST	73960	FT	3	Paint Buffered	0.0007835
2434	440638	SPRUCE  ST	73960	FT	3	Paint Buffered	0.000791397
2435	440631	SPRUCE  ST	73960	FT	3	Paint Buffered	0.000795696
2436	440633	S  13TH  ST	88060	TF	3	Paint Buffered	0.00042651
2437	440614	SPRUCE  ST	73960	FT	3	Paint Buffered	0.001028261
2438	441292	S  10TH  ST	88000	FT	3	Paint Buffered	0.000740326
2439	440472	S  10TH  ST	88000	FT	3	Paint Buffered	0.000776201
2440	440473	SANSOM  ST	70940	FT	3	Sharrow	0.001583831
2441	440465	SANSOM  ST	70940	FT	3	Sharrow	0.000418781
2442	440461	SANSOM  ST	70940	FT	3	Sharrow	0.001167899
2443	440457	SANSOM  ST	70940	FT	3	Sharrow	0.001590178
2444	440452	S  13TH  ST	88060	TF	3	Paint Buffered	0.000371062
2445	440485	S  13TH  ST	88060	TF	3	Paint Buffered	0.000773187
2446	440521	S  13TH  ST	88060	TF	3	Paint Buffered	0.000178016
2447	440538	S  13TH  ST	88060	TF	3	Paint Buffered	0.000406611
2448	761536	BROUS  AVE	19380	B	4	Conventional	0.000567882
2449	761537	BROUS  AVE	19380	B	4	Conventional	0.000524164
2450	760033	E  CHELTENHAM  AVE	22600	B	4	Conventional	0.001324633
2451	761400	RYAN  AVE	70060	B	3	Two Way Protected Bicycle Lane	0.000694022
2452	761401	RYAN  AVE	70060	B	3	Paint Buffered	0.001152077
2453	761036	TYSON  AVE	78240	B	3	Conventional	0.000721822
2454	761032	TYSON  AVE	78240	B	3	Conventional	0.000679939
2455	761034	TYSON  AVE	78240	B	3	Conventional	0.00068285
2456	780010	ENFIELD  AVE	31800	B	5	Conventional	0.001277456
2457	780019	TORRESDALE  AVE	77600	B	3	Conventional	0.0007401
2458	761349	E  CHELTENHAM  AVE	22600	B	4	Conventional	0.000335869
