OBJECTID	SEG_ID	STREETNAME	ST_CODE	ONEWAY	CLASS	TYPE	Shape__Length
1521	641062	N  5TH  ST	87890	B	3	Conventional	0.001516536
1522	641127	N  FRONT  ST	35200	B	3	Conventional	0.003114631
1523	641370	N  FRONT  ST	35200	B	3	Conventional	0.003188513
1524	641753	E  TIOGA  ST	77400	B	4	Conventional	0.000624142
1525	641771	E  TIOGA  ST	77400	B	4	Conventional	0.000640876
1526	641767	E  TIOGA  ST	77400	B	4	Conventional	0.001150817
1527	641719	N  FRONT  ST	35200	B	3	Conventional	0.001239556
1528	641748	B  ST	15380	B	3	Conventional	0.001220249
1529	641757	E  TIOGA  ST	77400	B	4	Conventional	0.000442566
1530	641926	B  ST	15380	B	3	Conventional	0.001544228
1531	642195	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.001250481
1532	641969	B  ST	15380	B	3	Conventional	0.00039844
1533	642127	B  ST	15380	B	3	Conventional	0.00050036
1534	642060	B  ST	15380	B	3	Conventional	0.00063244
1535	642341	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000507784
1536	642293	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000932906
1537	642281	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.001302535
1538	642306	B  ST	15380	B	3	Conventional	0.001616752
1539	642328	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000409361
1540	642335	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000730665
1541	642322	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.001050071
1542	642307	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000725964
1543	642296	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000312869
1544	642348	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000471971
1545	642358	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000491193
1546	642352	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000492247
1547	642369	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000976503
1548	642373	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000486729
1549	642383	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000487105
1550	642386	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000864958
1551	642393	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.001096132
1552	642261	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000636538
1553	642251	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000547906
1554	642243	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.00052193
1555	642213	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000538909
1556	642204	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000587564
1557	642209	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000598313
1558	642240	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.00093766
1559	642232	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000928381
1560	642217	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.00053525
1561	540831	KENSINGTON  AVE	47420	B	3	Conventional	0.001158362
1562	540919	KENSINGTON  AVE	47420	B	3	Conventional	0.001273889
1563	642410	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000503255
1564	642415	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.001254524
1565	642407	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000470671
1566	642396	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000512476
1567	642401	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000465145
1568	642422	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000424376
1569	641599	N  FRONT  ST	35200	B	3	Conventional	0.003446333
1570	641643	B  ST	15380	B	3	Conventional	0.003462209
1571	541185	KENSINGTON  AVE	47420	B	3	Conventional	0.000514755
1572	541215	KENSINGTON  AVE	47420	B	3	Conventional	0.000549341
1573	541598	KENSINGTON  AVE	47420	B	3	Conventional	0.000635763
1574	541266	KENSINGTON  AVE	47420	B	3	Conventional	0.000660952
1575	541315	KENSINGTON  AVE	47420	B	3	Conventional	0.000636476
1576	541405	KENSINGTON  AVE	47420	B	3	Conventional	0.00129964
1577	541555	KENSINGTON  AVE	47420	B	3	Conventional	0.000638636
1578	541519	KENSINGTON  AVE	47420	B	3	Conventional	0.000650836
1579	541456	KENSINGTON  AVE	47420	B	3	Conventional	0.00065672
1580	541772	E  LEHIGH  AVE	49980	B	2	Conventional	0.00097656
1581	541869	E  LEHIGH  AVE	49980	B	2	Conventional	0.000853696
1582	541663	E  LEHIGH  AVE	49980	B	2	Conventional	0.000457858
1583	541619	E  LEHIGH  AVE	49980	B	2	Conventional	0.000455878
1584	541203	E  LEHIGH  AVE	49980	B	2	Conventional	0.001508238
1585	541333	E  LEHIGH  AVE	49980	B	2	Conventional	0.001340302
1586	541387	E  LEHIGH  AVE	49980	B	2	Conventional	0.00065567
1587	540660	KENSINGTON  AVE	47420	B	3	Conventional	0.000704412
1588	540484	KENSINGTON  AVE	47420	B	3	Conventional	0.002582078
1589	540616	KENSINGTON  AVE	47420	B	3	Conventional	0.001625566
1590	540509	KENSINGTON  AVE	47420	B	3	Conventional	0.000259838
1591	540301	KENSINGTON  AVE	47420	B	3	Conventional	0.001013786
1592	540752	KENSINGTON  AVE	47420	B	3	Conventional	0.001412961
1593	540204	KENSINGTON  AVE	47420	B	3	Conventional	0.000503829
1594	642400	KENSINGTON  AVE	47420	B	3	Conventional	0.000649978
1595	541948	ARAMINGO  AVE	12900	B	2	Conventional	0.001287877
1596	541839	ARAMINGO  AVE	12900	B	2	Conventional	0.001288847
1597	541949	E  SOMERSET  ST	73260	B	4	Sharrow	0.000726871
1598	541856	E  SOMERSET  ST	73260	B	4	Sharrow	0.000429822
1599	541813	E  SOMERSET  ST	73260	B	4	Sharrow	0.000457971
1600	540240	KENSINGTON  AVE	47420	B	3	Conventional	0.000515149
1601	540435	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.001278589
1602	540590	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.00167544
1603	541742	ARAMINGO  AVE	12900	B	2	Conventional	0.002051963
1604	541603	ARAMINGO  AVE	12900	B	2	Conventional	0.003127939
1605	541383	ARAMINGO  AVE	12900	B	2	Conventional	0.002777147
1606	541250	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000636382
1607	541331	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000651294
1608	541514	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000529802
1609	541564	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000485675
1610	541616	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000483986
1611	541658	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000549605
1612	541719	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000548721
1613	541808	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000739006
1614	541849	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000428911
1615	541891	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000421182
1616	541936	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000318955
1617	541992	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000434773
1618	540930	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000445566
1619	540974	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000429416
1620	541025	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.00058385
1621	541191	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000621972
1622	541122	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000447729
1623	541072	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.000441958
1624	540875	E  ALLEGHENY  AVE	12040	B	3	Conventional	0.00156303
1625	240466	PATTISON  AVE	63340	B	2	Paint Buffered	0.00977095
1626	240048	PACKER  AVE	62680	B	3	Conventional	0.002496983
1627	240078	OREGON  AVE	61560	B	2	Conventional	0.00057001
1628	240079	OREGON  AVE	61560	B	2	Conventional	0.000234552
1629	240045	PACKER  AVE	62680	B	3	Conventional	0.00238435
1630	240044	PACKER  AVE	62680	B	3	Conventional	0.002349607
1631	240046	PACKER  AVE	62680	B	3	Conventional	0.00391204
1632	240047	PACKER  AVE	62680	B	3	Conventional	0.002195998
1633	342287	S  CHRISTOPHER COLUMBUS  BLVD	23055	B	2	Conventional	0.001340342
1634	323331	PINE  ST	64820	TF	3	Paint Buffered	0.000156845
1635	340104	PINE  ST	64820	TF	3	Paint Buffered	0.000679251
1636	342324	S  11TH  ST	88020	B	4	Conventional w Sharrows	4.81E-05
1637	341789	S  4TH  ST	87880	FT	4	Conventional	0.000443478
1638	341790	S  4TH  ST	87880	FT	4	Conventional	0.000385745
1639	860126	SANDYFORD  AVE	70860	B	4	Conventional	0.002520174
1640	861199	RYAN  AVE	70060	B	3	Two Way Protected Bicycle Lane	0.000867262
1641	860128	RYAN  AVE	70060	B	3	Two Way Protected Bicycle Lane	0.002347311
1642	861043	RYAN  AVE	70060	B	3	Conventional	0.000816734
1643	861045	LEXINGTON  AVE	50620	B	4	Conventional	0.0016421
1644	861016	RYAN  AVE	70060	B	3	Conventional	0.000747555
1645	861013	RYAN  AVE	70060	B	3	Conventional	0.000565262
1646	860944	WELSH  RD	82240	B	3	Conventional	0.00031889
1647	860922	WELSH  RD	82240	B	3	Conventional	0.002446796
1648	860920	WELSH  RD	82240	B	3	Conventional	0.001725221
1649	880365	TORRESDALE  AVE	77600	B	3	Conventional	0.001434942
1650	880363	TORRESDALE  AVE	77600	B	3	Conventional	0.000795561
1651	1080313	THORNTON  RD	77200	B	3	Conventional	0.000609695
1652	1080388	ACADEMY  RD	11200	B	3	Conventional	0.000825668
1653	1080252	ACADEMY  RD	11200	B	3	Conventional	0.001746283
1654	1080247	ACADEMY  RD	11200	B	3	Conventional	0.001817783
1655	1080377	ACADEMY  RD	11200	B	3	Conventional	0.00279987
1656	1080365	ACADEMY  RD	11200	B	3	Conventional	0.004877559
1657	1080195	ACADEMY  RD	11200	B	3	Conventional	0.001105438
1658	1080141	ACADEMY  RD	11200	B	2	Conventional	0.000911435
1659	1080138	ACADEMY  RD	11200	B	2	Conventional	0.000838041
1660	1080109	THORNTON  RD	77200	B	3	Conventional	0.002343807
1661	1080119	THORNTON  RD	77200	B	3	Conventional	0.000948645
1662	1080116	THORNTON  RD	77200	B	3	Conventional	0.00198104
1663	1080120	TOWNSEND  RD	77660	B	4	Conventional	0.005778724
1664	1080107	TOWNSEND  RD	77660	B	4	Conventional	0.00259886
1665	1080108	TOWNSEND  RD	77660	B	4	Conventional	0.003991081
1666	980132	KNIGHTS  RD	48020	B	2	Conventional	0.002977879
1667	980016	KNIGHTS  RD	48020	B	2	Conventional	0.003025646
1668	980361	KNIGHTS  RD	48020	B	2	Conventional	0.001137993
1669	980335	KNIGHTS  RD	48020	B	2	Conventional	0.00124649
1670	980206	KNIGHTS  RD	48020	B	2	Conventional	0.001343137
1671	980185	KNIGHTS  RD	48020	B	2	Conventional	0.000971175
1672	980306	KNIGHTS  RD	48020	B	2	Conventional	0.003963884
1673	980483	KNIGHTS  RD	48020	B	2	Conventional	0.003196555
1674	980065	KNIGHTS  RD	48020	B	2	Conventional	0.001760525
1675	980511	FRANKFORD  AVE	34960	B	2	Sharrow	0.001718316
1676	980512	FRANKFORD  AVE	34960	B	2	Sharrow	0.000939316
1677	980513	FRANKFORD  AVE	34960	B	2	Sharrow	0.000976151
1678	980519	FRANKFORD  AVE	34960	B	2	Sharrow	0.000701634
1679	980518	FRANKFORD  AVE	34960	B	2	Sharrow	0.000881899
1680	1080088	ACADEMY  RD	11200	B	2	Conventional	0.000689138
1681	1080090	ACADEMY  RD	11200	B	2	Conventional	0.000766123
1682	980138	DECATUR  RD	27860	B	4	Conventional	0.007698783
1683	980002	DECATUR  RD	27860	B	4	Conventional	0.004088973
1684	980069	DECATUR  RD	27860	B	4	Conventional	0.004741044
1685	980189	ACADEMY  RD	11200	B	2	Conventional	0.003099973
1686	980386	KNIGHTS  RD	48020	B	2	Conventional	0.001158847
1687	980333	MORRELL  AVE	57050	B	3	Conventional	0.000645348
1688	980328	MORRELL  AVE	57050	B	3	Conventional	0.000956592
1689	980322	MORRELL  AVE	57050	B	3	Conventional	0.00217836
1690	980286	MORRELL  AVE	57050	B	3	Conventional	0.000997019
1691	980290	MORRELL  AVE	57050	B	3	Conventional	0.000341309
1692	980275	MORRELL  AVE	57050	B	3	Conventional	0.00087499
1693	980205	ACADEMY  RD	11200	B	2	Conventional	0.001677757
1694	980227	ACADEMY  RD	11200	B	2	Conventional	0.001650697
1695	980263	ACADEMY  RD	11200	B	2	Conventional	0.001829461
1696	980360	ACADEMY  RD	11200	B	2	Conventional	0.000883819
1697	980372	ACADEMY  RD	11200	B	2	Conventional	0.000879636
1698	980347	ACADEMY  RD	11200	B	2	Conventional	0.003751274
1699	980315	MORRELL  AVE	57050	B	3	Conventional	0.00066658
1700	980356	MORRELL  AVE	57050	B	3	Conventional	0.001395796
1701	980363	MORRELL  AVE	57050	B	3	Conventional	0.000840491
1702	980398	MORRELL  AVE	57050	B	3	Conventional	0.001801652
1703	980427	MORRELL  AVE	57050	B	3	Conventional	0.001839251
1704	980472	MORRELL  AVE	57050	B	3	Conventional	0.00141319
1705	980453	MORRELL  AVE	57050	B	3	Conventional	0.000955406
1706	980442	MORRELL  AVE	57050	B	3	Conventional	0.001496619
1707	980063	MORRELL  AVE	57050	B	3	Conventional	0.002569984
1708	980066	MORRELL  AVE	57050	B	3	Conventional	0.003011336
1709	880098	FRANKFORD  AVE	34960	B	2	Sharrow	0.001714711
1710	980044	ACADEMY  RD	11200	B	2	Conventional	0.00783307
1711	980052	GRANT  AVE	38120	B	2	Conventional	0.00654057
1712	980465	ACADEMY  RD	11200	B	2	Conventional	0.001037984
1713	980488	GRANT  AVE	38120	B	2	Conventional	0.005021325
1714	980510	GRANT  AVE	38120	B	2	Conventional	0.004461298
1715	880148	FRANKFORD  AVE	34960	B	2	Sharrow	0.000991204
1716	880151	FRANKFORD  AVE	34960	B	2	Sharrow	0.001111048
1717	880161	GRANT  AVE	38120	B	2	Sharrow	0.001747492
1718	980060	ACADEMY  RD	11200	B	2	Conventional	0.001415867
1719	880001	ACADEMY  RD	11200	B	2	Conventional	0.002537522
1720	880093	ACADEMY  RD	11200	B	2	Conventional	0.00141839
1721	880106	ACADEMY  RD	11200	B	2	Conventional	0.000942324
1722	880164	ACADEMY  RD	11200	B	2	Conventional	0.001203647
1723	880172	ACADEMY  RD	11200	B	2	Conventional	0.000257421
1724	880187	ACADEMY  RD	11200	B	2	Conventional	0.000648684
1725	880177	LINDEN  AVE	50840	B	3	Conventional	0.000828374
1726	880028	ACADEMY  RD	11200	B	2	Conventional	0.00426219
1727	880157	FRANKFORD  AVE	34960	B	2	Sharrow	0.001628739
1728	880175	FRANKFORD  AVE	34960	B	2	Sharrow	0.001217351
1729	880171	FRANKFORD  AVE	34960	B	2	Sharrow	0.001326589
1730	880163	FRANKFORD  AVE	34960	B	2	Sharrow	0.001370111
1731	880185	FRANKFORD  AVE	34960	B	2	Sharrow	0.000474016
1732	880194	LINDEN  AVE	50840	B	3	Conventional	0.000579747
1733	880226	LINDEN  AVE	50840	B	3	Conventional	0.00402409
1734	880213	FRANKFORD  AVE	34960	B	2	Sharrow	0.002187922
1735	880225	FRANKFORD  AVE	34960	B	2	Sharrow	0.002197873
1736	341507	SNYDER  AVE	73220	B	2	Conventional	0.000455884
1737	341508	SNYDER  AVE	73220	B	2	Conventional	0.000568329
1738	341505	SNYDER  AVE	73220	B	2	Conventional	0.000597957
1739	341504	SNYDER  AVE	73220	B	2	Conventional	0.00057008
1740	341788	S  4TH  ST	87880	FT	4	Conventional	0.000436831
1741	341529	S  4TH  ST	87880	FT	4	Conventional	0.000352981
1742	341518	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000430181
1743	341528	S  4TH  ST	87880	FT	4	Conventional	0.000478086
1744	341519	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000366402
1745	341520	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000465889
1746	341522	SNYDER  AVE	73220	B	2	Conventional	0.000349145
1747	341503	SNYDER  AVE	73220	B	2	Conventional	0.002052091
1748	341521	SNYDER  AVE	73220	B	2	Conventional	0.001613559
1749	341558	SNYDER  AVE	73220	B	2	Conventional	0.001583039
1750	240262	OREGON  AVE	61560	B	2	Conventional	0.000325721
1751	240261	OREGON  AVE	61560	B	2	Conventional	0.000174271
1752	240260	OREGON  AVE	61560	B	2	Conventional	0.000166719
1753	240259	OREGON  AVE	61560	B	2	Conventional	0.000345383
1754	240067	OREGON  AVE	61560	B	2	Conventional	0.000351934
1755	240100	OREGON  AVE	61560	B	2	Conventional	0.000212644
1756	240101	OREGON  AVE	61560	B	2	Conventional	0.000240411
1757	240095	OREGON  AVE	61560	B	2	Conventional	0.000556455
1758	240077	OREGON  AVE	61560	B	2	Conventional	0.001910885
1759	240096	OREGON  AVE	61560	B	2	Conventional	0.000537678
1760	240097	OREGON  AVE	61560	B	2	Conventional	0.000494554
1761	240456	OREGON  AVE	61560	B	2	Conventional	0.002381431
1762	240465	OREGON  AVE	61560	B	2	Conventional	0.007011087
1763	240068	OREGON  AVE	61560	B	2	Conventional	0.000113233
1764	240255	OREGON  AVE	61560	B	2	Conventional	0.000276518
1765	240253	OREGON  AVE	61560	B	2	Conventional	0.000218579
1766	240459	OREGON  AVE	61560	B	2	Conventional	0.000397492
1767	220919	OREGON  AVE	61560	TF	2	Conventional	0.000152343
1768	220924	OREGON  AVE	61560	FT	2	Conventional	0.000143303
1769	240250	OREGON  AVE	61560	B	2	Conventional	0.000429269
1770	240611	OREGON  AVE	61560	B	2	Conventional	0.000973808
1771	240269	OREGON  AVE	61560	B	2	Conventional	0.000644913
1772	341620	SNYDER  AVE	73220	B	2	Conventional	0.001585293
1773	341621	SNYDER  AVE	73220	B	2	Conventional	0.001579421
1774	323280	SNYDER  AVE	73220	B	2	Conventional	0.000123204
1775	341658	SNYDER  AVE	73220	B	2	Conventional	0.000894751
1776	341657	SNYDER  AVE	73220	B	2	Conventional	0.00044761
1777	341656	SNYDER  AVE	73220	B	2	Conventional	0.000713062
1778	341639	SNYDER  AVE	73220	B	2	Conventional	0.000838539
1779	341638	SNYDER  AVE	73220	B	2	Conventional	0.000750417
1780	341585	SNYDER  AVE	73220	B	2	Conventional	0.000556231
1781	341584	SNYDER  AVE	73220	B	2	Conventional	0.000461161
1782	341583	SNYDER  AVE	73220	B	2	Conventional	0.00056034
1783	341588	SNYDER  AVE	73220	B	2	Conventional	0.000534607
1784	341586	SNYDER  AVE	73220	B	2	Conventional	0.000590596
1785	341587	SNYDER  AVE	73220	B	2	Conventional	0.000458582
1786	341557	SNYDER  AVE	73220	B	2	Conventional	0.001579103
1787	341589	SNYDER  AVE	73220	B	2	Conventional	0.001559709
1788	341321	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.001282944
1789	341320	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000293151
1790	341319	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000157254
1791	341312	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.00039341
1792	341311	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000437756
1793	341250	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.00014399
1794	341253	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000448148
1795	341252	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000731537
1796	341251	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000402225
1797	341309	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000375455
1798	341310	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000458577
1799	341237	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000367122
1800	341238	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000433344
1801	341236	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.00051223
1802	342033	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000407911
1803	341235	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000565853
1804	341234	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000315253
1805	340887	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.000249129
1806	340888	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.000386359
1807	340849	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.001337208
1808	323307	WASHINGTON  AVE	81560	B	2	Conventional	0.000106737
1809	340858	WASHINGTON  AVE	81560	B	2	Conventional	0.001583985
1810	340850	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.00054567
1811	340834	WASHINGTON  AVE	81560	B	2	Conventional	0.001657713
1812	340652	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.000848805
1813	340653	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.00034845
1814	340609	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.000497024
1815	340607	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.000382969
1816	340608	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.000518744
1817	340323	S  13TH  ST	88060	TF	4	Paint Buffered	0.000449895
1818	340322	S  13TH  ST	88060	TF	4	Paint Buffered	8.72E-05
1819	340321	S  13TH  ST	88060	TF	4	Paint Buffered	0.000495957
1820	340175	S  13TH  ST	88060	TF	3	Paint Buffered	0.000588265
1821	340174	S  13TH  ST	88060	TF	3	Paint Buffered	0.000344436
1822	340172	S  13TH  ST	88060	TF	3	Paint Buffered	0.000703157
1823	340107	PINE  ST	64820	TF	3	Paint Buffered	0.000793961
1824	340108	PINE  ST	64820	TF	3	Paint Buffered	0.000797884
1825	340109	PINE  ST	64820	TF	3	Paint Buffered	0.000783621
1826	341061	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.000369921
1827	340885	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.000528992
1828	340886	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.000387238
1829	340105	PINE  ST	64820	TF	3	Paint Buffered	0.000370674
1830	340106	PINE  ST	64820	TF	3	Paint Buffered	0.001024926
1831	340348	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.000988175
1832	340606	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.000399872
1833	340427	S  11TH  ST	88020	B	4	Conventional w Sharrows	0.00103793
1834	340119	S  10TH  ST	88000	FT	4	Sharrow	0.000615968
1835	340120	S  10TH  ST	88000	FT	4	Sharrow	0.000420257
1836	340133	S  10TH  ST	88000	FT	3	Paint Buffered	0.000363348
1837	340118	S  10TH  ST	88000	FT	3	Paint Buffered	0.000555243
1838	340112	PINE  ST	64820	TF	3	Paint Buffered	0.000780638
1839	340113	PINE  ST	64820	TF	3	Paint Buffered	0.000802625
1840	340114	PINE  ST	64820	TF	3	Paint Buffered	0.001576338
1841	340117	S  10TH  ST	88000	FT	3	Paint Buffered	0.00049443
1842	340111	PINE  ST	64820	TF	3	Paint Buffered	0.001584673
1843	340110	PINE  ST	64820	TF	3	Paint Buffered	0.000799286
1844	340115	PINE  ST	64820	TF	3	Paint Buffered	0.001600207
1845	340216	PINE  ST	64820	TF	3	Paint Buffered	0.001584256
1846	340237	PINE  ST	64820	TF	3	Paint Buffered	0.000790503
1847	340236	PINE  ST	64820	TF	3	Paint Buffered	0.00079906
1848	340217	PINE  ST	64820	TF	3	Paint Buffered	0.001591623
1849	342016	WASHINGTON  AVE	81560	B	2	Conventional	0.001585307
1850	340723	WASHINGTON  AVE	81560	B	2	Conventional	0.000792796
1851	340722	WASHINGTON  AVE	81560	B	2	Conventional	0.000783445
1852	340528	E  MOYAMENSING  AVE	57320	FT	4	Conventional	0.000329464
1853	340736	E  MOYAMENSING  AVE	57320	FT	4	Conventional	0.000339526
1854	342006	WASHINGTON  AVE	81560	TF	2	Conventional w Sharrows	0.001617448
1855	340725	WASHINGTON  AVE	81560	TF	2	Conventional w Sharrows	0.001015903
1856	340741	WASHINGTON  AVE	81560	TF	2	Conventional w Sharrows	0.000947094
1857	342013	WASHINGTON  AVE	81560	FT	2	Conventional w Sharrows	0.001627664
1858	340526	E  MOYAMENSING  AVE	57320	FT	4	Conventional	0.000302723
1859	340527	E  MOYAMENSING  AVE	57320	FT	4	Conventional	0.000747209
1860	342317	WASHINGTON  AVE	81560	FT	2	Paint Buffered w Conventional	0.000871919
1861	340753	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000486602
1862	340754	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000839104
1863	340970	E  MOYAMENSING  AVE	57320	B	4	Conventional	0.000823023
